1,26,17,4,1900,false,spring,fall
2,1,1,1,1901,false,winter,summer
3,1,1,1,1902,false,winter,summer
4,1,9,3,1902,true,winter,fall
5,22,21,5,1902,false,spring,fall
6,1,1,1,1903,false,winter,summer
7,29,18,4,1903,false,spring,fall
8,1,53,1,1904,false,winter,summer
9,1,36,9,1992,false,summer,spring
10,17,29,7,1995,false,summer,winter
11,28,9,2,1903,true,winter,summer
12,19,16,4,1904,false,spring,fall
13,24,16,4,1904,true,spring,fall
14,15,7,2,1905,false,winter,summer
15,17,7,2,1905,false,winter,summer
16,13,32,8,1905,true,summer,winter
17,1,1,1,1906,false,winter,summer
18,29,35,8,1907,false,summer,winter
19,26,17,4,1908,true,spring,fall
20,1,31,8,1908,true,summer,winter
21,3,32,8,1908,false,summer,winter
22,4,1,1,1909,false,winter,summer
23,28,47,11,1909,true,fall,spring
24,1,52,1,1910,true,winter,summer
25,21,3,1,1910,false,winter,summer
26,5,9,3,1910,true,winter,fall
27,15,15,4,1910,false,spring,fall
28,18,16,4,1910,false,spring,fall
29,11,28,7,1911,false,summer,winter
30,30,26,6,1912,true,summer,winter
31,8,28,7,1912,false,summer,winter
32,10,28,7,1912,false,summer,winter
33,7,45,11,1913,false,fall,spring
34,13,46,11,1913,false,fall,spring
35,1,1,1,1914,false,winter,summer
36,1,14,4,1914,false,spring,fall
37,28,22,5,1914,false,spring,fall
38,19,25,6,1914,false,spring,winter
39,1,53,1,1915,false,winter,summer
40,1,5,2,1915,false,winter,summer
41,22,12,3,1915,false,spring,fall
42,8,27,7,1915,false,summer,winter
43,9,27,7,1915,false,summer,winter
44,3,5,2,1916,false,winter,summer
45,24,17,4,1916,false,spring,fall
46,29,30,7,1916,true,summer,winter
47,11,37,9,1916,false,summer,spring
48,1,1,1,1917,false,winter,summer
49,25,30,7,1917,false,summer,winter
50,28,43,10,1917,true,fall,spring
51,19,47,11,1917,false,fall,spring
52,6,49,12,1917,false,fall,summer
53,1,1,1,1918,false,winter,summer
54,1,1,1,1925,false,winter,summer
55,31,1,12,1918,false,winter,summer
56,23,4,1,1918,false,winter,summer
57,12,41,10,1918,true,fall,spring
58,23,43,10,1918,false,fall,spring
59,1,1,1,1919,false,winter,summer
60,31,1,12,1919,false,winter,summer
61,1,1,1,1920,false,winter,summer
62,31,53,12,1920,false,winter,summer
63,17,12,3,1920,false,winter,fall
64,21,12,3,1920,true,spring,fall
65,22,30,7,1920,false,summer,winter
66,1,14,4,1986,false,spring,fall
67,30,27,6,1986,false,summer,winter
68,4,14,4,1986,false,spring,fall
69,29,22,5,1986,false,spring,fall
70,30,22,5,1986,false,spring,fall
71,2,23,6,1986,false,spring,winter
72,14,20,5,1986,false,spring,fall
73,15,20,5,1986,false,spring,fall
74,16,20,5,1986,false,spring,fall
75,4,14,4,1987,true,spring,fall
76,16,29,7,1986,false,summer,winter
77,24,30,7,1986,false,summer,winter
78,26,43,10,1986,true,fall,spring
79,7,45,11,1986,false,fall,spring
80,29,22,5,1987,false,spring,fall
81,6,28,7,1987,false,summer,winter
82,14,29,7,1987,false,summer,winter
83,1,40,10,1987,false,fall,spring
84,1,53,1,1988,false,winter,summer
85,31,31,7,1987,false,summer,winter
86,7,10,3,1988,false,winter,fall
87,1,13,4,1988,false,spring,fall
88,8,18,5,1988,true,spring,fall
89,10,19,5,1988,false,spring,fall
90,24,21,5,1988,false,spring,fall
91,4,22,6,1988,true,spring,winter
92,11,23,6,1988,true,spring,winter
93,20,25,6,1988,false,spring,winter
94,28,26,6,1988,false,summer,winter
95,29,26,6,1988,false,summer,winter
96,5,27,7,1988,false,summer,winter
97,11,28,7,1988,false,summer,winter
98,17,50,12,1988,true,fall,summer
99,8,27,7,1988,false,summer,winter
100,16,33,8,1988,false,summer,winter
101,25,47,11,1988,false,fall,spring
102,23,34,8,1988,false,summer,winter
103,1,52,1,1989,true,winter,summer
104,30,5,1,1989,false,winter,summer
105,10,10,3,1989,false,winter,fall
106,1,26,7,1989,true,summer,winter
107,1,18,5,1989,false,spring,fall
108,9,19,5,1989,false,spring,fall
109,11,19,5,1989,false,spring,fall
110,20,38,9,1989,false,summer,spring
111,22,29,7,1989,true,summer,winter
112,10,36,9,1989,true,summer,spring
113,12,37,9,1989,false,summer,spring
114,29,39,9,1989,false,fall,spring
115,2,40,10,1989,false,fall,spring
116,8,45,11,1989,false,fall,spring
117,12,45,11,1989,true,fall,spring
118,7,49,12,1989,false,fall,summer
119,12,50,12,1989,false,fall,summer
120,25,52,12,1989,false,winter,summer
121,9,49,12,1990,true,fall,summer
122,1,1,1,1990,false,winter,summer
123,9,28,7,1990,false,summer,winter
124,20,29,7,1990,false,summer,winter
125,23,30,7,1990,false,summer,winter
126,28,21,5,2010,false,spring,fall
127,30,21,5,2010,true,spring,fall
128,18,51,12,1989,false,fall,summer
129,17,3,1,1990,false,winter,summer
130,11,6,2,1990,true,winter,summer
131,12,7,2,1990,false,winter,summer
132,28,9,2,1990,false,winter,summer
133,23,8,2,1990,false,winter,summer
134,19,12,3,1990,false,winter,fall
135,23,17,4,1990,false,spring,fall
136,27,13,3,1991,false,spring,fall
137,16,20,5,1990,false,spring,fall
138,19,20,5,1990,true,spring,fall
139,25,21,5,1990,false,spring,fall
140,4,27,7,1990,false,summer,winter
141,1,31,8,1990,false,summer,winter
142,29,35,8,1990,false,summer,winter
143,12,24,6,1990,false,spring,winter
144,11,28,7,1990,false,summer,winter
145,26,39,9,1990,false,fall,spring
146,8,45,11,1990,false,fall,spring
147,13,46,11,1990,false,fall,spring
148,16,50,12,1990,true,fall,summer
149,17,24,6,2010,false,spring,winter
150,1,1,1,1991,false,winter,summer
151,11,2,1,1991,false,winter,summer
152,12,11,3,1991,false,winter,fall
153,1,14,4,1991,false,spring,fall
154,7,14,4,1991,true,spring,fall
155,8,15,4,1991,false,spring,fall
156,1,18,5,1991,false,spring,fall
157,8,19,5,1991,false,spring,fall
158,9,19,5,1991,false,spring,fall
159,29,26,6,1991,true,summer,winter
160,3,27,7,1991,false,summer,winter
161,9,28,7,1991,false,summer,winter
162,10,28,7,1991,false,summer,winter
163,11,28,7,1991,false,summer,winter
164,22,30,7,1991,false,summer,winter
165,5,32,8,1991,false,summer,winter
166,19,34,8,1991,false,summer,winter
167,27,35,8,1991,false,summer,winter
168,29,35,8,1991,false,summer,winter
169,1,35,9,1991,true,summer,spring
170,7,36,9,1991,true,summer,spring
171,26,39,9,1991,false,fall,spring
172,1,40,10,1991,false,fall,spring
173,8,41,10,1991,false,fall,spring
174,16,42,10,1991,false,fall,spring
175,25,43,10,1991,false,fall,spring
176,3,44,11,1991,true,fall,spring
177,14,42,10,1991,false,fall,spring
178,20,47,11,1991,false,fall,spring
179,30,48,11,1991,true,fall,spring
180,6,49,12,1991,false,fall,summer
181,1,1,1,1992,false,winter,summer
182,21,4,1,1992,false,winter,summer
183,1,5,2,1992,true,winter,summer
184,4,6,2,1992,false,winter,summer
185,16,7,2,1992,true,winter,summer
186,28,35,8,1992,false,summer,winter
187,31,5,1,1992,false,winter,summer
188,28,9,2,1992,false,winter,summer
189,4,10,3,1992,false,winter,fall
190,12,11,3,1992,false,winter,fall
191,13,11,3,1992,false,winter,fall
192,19,12,3,1992,false,winter,fall
193,26,13,3,1992,false,spring,fall
194,25,17,4,1992,true,spring,fall
195,9,19,5,1992,true,spring,fall
196,18,21,5,1992,false,spring,fall
197,25,22,5,1992,false,spring,fall
198,31,31,7,1992,false,summer,winter
199,18,51,12,1992,false,fall,summer
200,17,25,6,1992,false,spring,winter
201,30,31,7,1992,false,summer,winter
202,18,38,9,1992,false,summer,spring
203,6,41,10,1992,false,fall,spring
204,21,52,12,1992,false,winter,summer
205,1,53,1,1993,false,winter,summer
206,15,11,3,1993,false,winter,fall
207,12,15,4,1993,false,spring,fall
208,27,17,4,1993,false,spring,fall
209,29,30,7,1993,false,summer,winter
210,30,30,7,1993,false,summer,winter
211,4,26,7,1993,true,summer,winter
212,14,28,7,1993,false,summer,winter
213,25,29,7,1993,true,summer,winter
214,14,32,8,1993,true,summer,winter
215,17,41,10,1993,true,fall,spring
216,1,44,11,1993,false,fall,spring
217,1,9,3,1994,false,winter,fall
218,26,47,11,1993,false,fall,spring
219,23,3,1,1994,true,winter,summer
220,6,5,2,1994,true,winter,summer
221,5,1,1,1994,false,winter,summer
222,16,2,1,1994,true,winter,summer
223,17,3,1,1994,false,winter,summer
224,28,4,1,1994,false,winter,summer
225,16,15,4,1994,true,spring,fall
226,26,17,4,1994,false,spring,fall
227,18,20,5,1994,false,spring,fall
228,22,20,5,1994,true,spring,fall
229,18,24,6,1994,true,spring,winter
230,24,29,7,1994,true,summer,winter
231,1,52,1,1995,true,winter,summer
232,4,27,7,1995,false,summer,winter
233,25,21,5,1994,false,spring,fall
234,1,31,8,1994,false,summer,winter
235,4,31,8,1994,false,summer,winter
236,27,34,8,1994,true,summer,winter
237,28,34,8,1994,true,summer,winter
238,17,42,10,1994,false,fall,spring
239,21,42,10,1994,false,fall,spring
240,8,49,12,1994,false,fall,summer
241,12,50,12,1994,false,fall,summer
242,21,3,1,1995,true,winter,summer
243,10,10,3,1995,false,winter,fall
244,29,22,5,1995,false,spring,fall
245,1,13,4,1995,true,spring,fall
246,5,23,6,1995,false,spring,winter
247,9,23,6,1995,false,spring,winter
248,6,23,6,1995,false,spring,winter
249,15,24,6,1995,false,spring,winter
250,10,28,7,1995,false,summer,winter
251,13,28,7,1995,false,summer,winter
252,15,28,7,1995,true,summer,winter
253,30,30,7,1995,true,summer,winter
254,11,32,8,1995,false,summer,winter
255,11,37,9,1995,false,summer,spring
256,26,39,9,1995,false,fall,spring
257,5,40,10,1995,false,fall,spring
258,6,40,10,1995,false,fall,spring
259,16,46,11,1995,false,fall,spring
260,10,49,12,1995,true,fall,summer
261,11,50,12,1995,false,fall,summer
262,27,48,11,1995,false,fall,spring
263,29,48,11,1995,false,fall,spring
264,1,1,1,1996,false,winter,summer
265,17,7,2,1996,true,winter,summer
266,19,8,2,1996,false,winter,summer
267,20,16,4,1996,true,spring,fall
268,17,20,5,1996,false,spring,fall
269,19,20,5,1996,true,spring,fall
270,5,27,7,1996,false,summer,winter
271,6,27,7,1996,true,summer,winter
272,16,29,7,1996,false,summer,winter
273,18,16,4,1996,false,spring,fall
274,8,19,5,1996,false,spring,fall
275,17,25,6,1996,false,spring,winter
276,21,25,6,1996,false,summer,winter
277,18,29,7,1996,false,summer,winter
278,24,30,7,1996,false,summer,winter
279,25,30,7,1996,false,summer,winter
280,8,32,8,1996,false,summer,winter
281,29,48,11,1996,false,fall,spring
282,29,52,12,1996,true,winter,summer
283,1,1,1,1997,false,winter,summer
284,9,2,1,1997,false,winter,summer
285,18,12,3,1997,false,winter,fall
286,24,13,3,1997,false,spring,fall
287,30,13,3,1997,true,spring,fall
288,3,14,4,1997,false,spring,fall
289,29,43,10,2006,true,fall,spring
290,19,16,4,1997,true,spring,fall
291,23,17,4,1997,false,spring,fall
292,22,17,4,1997,false,spring,fall
293,14,20,5,1997,false,spring,fall
294,1,18,5,1997,false,spring,fall
295,29,22,5,1997,false,spring,fall
296,10,24,6,1997,false,spring,winter
297,13,19,5,2007,true,spring,fall
298,12,24,6,1997,false,spring,winter
299,17,25,6,1997,false,spring,winter
300,20,25,6,1997,false,spring,winter
301,10,28,7,1997,false,summer,winter
302,11,28,7,1997,false,summer,winter
303,13,42,10,1997,false,fall,spring
304,1,1,1,1998,false,winter,summer
305,4,1,1,1998,true,winter,summer
306,10,2,1,1998,true,winter,summer
307,16,3,1,1998,false,winter,summer
308,9,11,3,1998,false,winter,fall
309,10,11,3,1998,false,winter,fall
310,1,53,1,1999,false,winter,summer
311,3,53,1,1999,true,winter,summer
312,31,31,7,2008,false,summer,winter
313,4,32,8,2008,false,summer,winter
314,28,13,3,1998,true,spring,fall
315,15,16,4,1998,false,spring,fall
316,5,19,5,1998,false,spring,fall
317,21,21,5,1998,false,spring,fall
318,18,25,6,1998,false,spring,winter
319,4,27,7,1998,true,summer,winter
320,31,31,7,1998,false,summer,winter
321,10,28,7,1998,false,summer,winter
322,5,27,7,1998,true,summer,winter
323,22,30,7,1998,false,summer,winter
324,1,31,8,1998,true,summer,winter
325,10,33,8,1998,false,summer,winter
326,17,34,8,1998,false,summer,winter
327,24,52,12,1998,false,winter,summer
328,29,53,12,1998,false,winter,summer
329,2,36,9,1998,false,summer,spring
330,23,48,11,1998,false,fall,spring
331,25,48,11,1998,false,fall,spring
332,13,6,2,1999,true,winter,summer
333,21,7,2,1999,true,winter,summer
334,13,2,1,1999,false,winter,summer
335,15,2,1,1999,false,winter,summer
336,25,4,1,1999,false,winter,summer
337,29,4,1,1999,false,winter,summer
338,11,6,2,1999,false,winter,summer
339,1,9,3,1999,false,winter,fall
340,30,30,7,1999,false,summer,winter
341,5,9,3,1999,false,winter,fall
342,1,13,4,1999,false,spring,fall
343,30,26,6,1999,false,summer,winter
344,23,16,4,1999,false,spring,fall
345,31,22,5,1999,false,spring,fall
346,4,18,5,1999,false,spring,fall
347,12,23,6,1999,true,spring,winter
348,22,25,6,1999,false,summer,winter
349,16,24,6,1999,false,spring,winter
350,25,25,6,1999,false,summer,winter
351,18,24,6,1999,false,spring,winter
352,19,24,6,1999,true,spring,winter
353,21,25,6,1999,false,summer,winter
354,28,26,6,1999,false,summer,winter
355,1,26,7,1999,false,summer,winter
356,4,26,7,1999,true,summer,winter
357,5,27,7,1999,false,summer,winter
358,6,27,7,1999,false,summer,winter
359,16,28,7,1999,false,summer,winter
360,9,32,8,1999,false,summer,winter
361,3,35,9,1999,false,summer,spring
362,7,36,9,1999,false,summer,spring
363,23,38,9,1999,false,fall,spring
364,24,38,9,1999,false,fall,spring
365,1,39,10,1999,false,fall,spring
366,7,49,12,1999,false,fall,summer
367,30,52,12,1999,false,winter,summer
368,17,3,1,2000,false,winter,summer
369,22,3,1,2000,true,winter,summer
370,13,15,4,2000,false,spring,fall
371,14,15,4,2000,false,spring,fall
372,20,16,4,2000,false,spring,fall
373,21,16,4,2000,false,spring,fall
374,14,28,7,2000,false,summer,winter
375,1,31,8,2000,false,summer,winter
376,19,20,5,2000,false,spring,fall
377,3,27,7,2000,false,summer,winter
378,7,27,7,2000,false,summer,winter
379,29,43,10,2000,true,fall,spring
380,2,44,11,2000,false,fall,spring
381,11,45,11,2000,true,fall,spring
382,27,48,11,2000,false,fall,spring
383,10,6,2,2001,true,winter,summer
384,1,13,4,2001,true,spring,fall
385,1,22,6,2001,false,spring,winter
386,31,31,7,2001,false,summer,winter
387,1,26,7,2001,true,summer,winter
388,11,37,9,2001,false,summer,spring
389,19,38,9,2001,false,summer,spring
390,14,15,4,2002,true,spring,fall
391,20,21,5,2002,false,spring,fall
392,14,20,5,2002,false,spring,fall
393,17,20,5,2002,false,spring,fall
394,7,23,6,2002,false,spring,winter
395,22,21,5,2002,false,spring,fall
396,30,22,5,2002,false,spring,fall
397,1,18,5,2002,false,spring,fall
398,9,23,6,2002,true,spring,winter
399,11,24,6,2002,false,spring,winter
400,21,25,6,2002,false,summer,winter
401,23,25,6,2002,true,summer,winter
402,24,26,6,2002,false,summer,winter
403,28,26,6,2002,false,summer,winter
404,30,26,6,2002,true,summer,winter
405,1,27,7,2002,false,summer,winter
406,2,27,7,2002,false,summer,winter
407,3,27,7,2002,false,summer,winter
408,30,31,7,2002,false,summer,winter
409,12,33,8,2002,false,summer,winter
410,16,46,11,2002,true,fall,spring
411,21,4,1,2003,false,winter,summer
412,21,8,2,2003,false,winter,summer
413,15,7,2,2003,true,winter,summer
414,31,14,3,2003,false,spring,fall
415,1,14,4,2003,false,spring,fall
416,31,44,10,2003,false,fall,spring
417,19,21,5,2003,false,spring,fall
418,1,27,7,2003,false,summer,winter
419,31,35,8,2003,true,summer,winter
420,21,30,7,2003,false,summer,winter
421,4,32,8,2003,false,summer,winter
422,14,33,8,2003,false,summer,winter
423,29,40,9,2003,false,fall,spring
424,16,42,10,2003,false,fall,spring
425,23,43,10,2003,false,fall,spring
426,18,8,2,2004,false,winter,summer
427,20,8,2,2004,false,winter,summer
428,24,13,3,2004,false,spring,fall
429,26,13,3,2004,false,spring,fall
430,19,21,5,2004,false,spring,fall
431,8,28,7,2004,false,summer,winter
432,2,27,7,2004,false,summer,winter
433,11,28,7,2004,true,summer,winter
434,21,30,7,2004,false,summer,winter
435,10,33,8,2004,false,summer,winter
436,13,33,8,2004,false,summer,winter
437,14,33,8,2004,true,summer,winter
438,26,52,12,2004,true,winter,summer
439,27,53,12,2004,false,winter,summer
440,17,3,1,2005,false,winter,summer
441,31,5,1,2005,false,winter,summer
442,30,13,3,2005,false,spring,fall
443,31,13,3,2005,false,spring,fall
444,23,16,4,2005,true,spring,fall
445,9,14,4,2005,true,spring,fall
446,15,19,5,2005,true,spring,fall
447,11,19,5,2005,false,spring,fall
448,14,19,5,2005,true,spring,fall
449,25,21,5,2005,false,spring,fall
450,27,21,5,2005,false,spring,fall
451,29,21,5,2005,true,spring,fall
452,2,22,6,2005,false,spring,winter
453,6,23,6,2005,false,spring,winter
454,23,25,6,2005,false,summer,winter
455,28,34,8,2005,true,summer,winter
456,31,35,8,2005,false,summer,winter
457,27,39,9,2005,false,fall,spring
458,28,39,9,2005,false,fall,spring
459,24,38,9,2005,true,fall,spring
460,26,43,10,2005,false,fall,spring
461,13,50,12,2005,false,fall,summer
462,4,5,2,2006,true,winter,summer
463,13,15,4,2006,false,spring,fall
464,23,16,4,2006,true,spring,fall
465,20,20,5,2006,true,spring,fall
466,16,24,6,2006,false,spring,winter
467,18,24,6,2006,true,spring,winter
468,27,21,5,2006,true,spring,fall
469,3,27,7,2006,false,summer,winter
470,5,27,7,2006,false,summer,winter
471,4,27,7,2006,false,summer,winter
472,7,27,7,2006,false,summer,winter
473,6,27,7,2006,false,summer,winter
474,24,30,7,2006,false,summer,winter
475,15,33,8,2006,false,summer,winter
476,19,33,8,2006,true,summer,winter
477,28,43,10,2006,true,fall,spring
478,1,48,12,2006,false,fall,summer
479,2,48,12,2006,true,fall,summer
480,20,51,12,2006,false,fall,summer
481,11,50,12,2006,false,fall,summer
482,12,11,3,2007,false,winter,fall
483,3,14,4,2007,false,spring,fall
484,13,15,4,2007,false,spring,fall
485,19,16,4,2007,false,spring,fall
486,23,17,4,2007,false,spring,fall
487,28,17,4,2007,true,spring,fall
488,10,19,5,2007,false,spring,fall
489,25,21,5,2007,false,spring,fall
490,27,21,5,2007,true,spring,fall
491,3,22,6,2007,true,spring,winter
492,5,23,6,2007,false,spring,winter
493,16,24,6,2007,true,spring,winter
494,17,24,6,2007,true,spring,winter
495,5,27,7,2007,false,summer,winter
496,21,29,7,2007,true,summer,winter
497,22,25,6,2007,false,summer,winter
498,19,29,7,2007,false,summer,winter
499,26,30,7,2007,false,summer,winter
500,1,31,8,2007,false,summer,winter
501,4,31,8,2007,true,summer,winter
502,7,32,8,2007,false,summer,winter
503,8,32,8,2007,false,summer,winter
504,9,32,8,2007,false,summer,winter
505,12,46,11,2007,false,fall,spring
506,17,51,12,2007,false,fall,summer
507,10,50,12,2007,false,fall,summer
508,28,5,1,2008,false,winter,summer
509,14,7,2,2008,false,winter,summer
510,18,8,2,2008,false,winter,summer
511,21,12,3,2008,false,spring,fall
512,14,16,4,2008,false,spring,fall
513,17,16,4,2008,false,spring,fall
514,25,17,4,2008,false,spring,fall
515,28,18,4,2008,false,spring,fall
516,2,18,5,2008,false,spring,fall
517,30,22,5,2008,false,spring,fall
518,9,19,5,2008,false,spring,fall
519,16,20,5,2008,false,spring,fall
520,19,21,5,2008,false,spring,fall
521,10,24,6,2008,false,spring,winter
522,28,22,5,2008,false,spring,fall
523,24,21,5,2008,true,spring,fall
524,31,22,5,2008,true,spring,fall
525,13,24,6,2008,false,spring,winter
526,29,26,6,2008,true,summer,winter
527,30,27,6,2008,false,summer,winter
528,11,28,7,2008,false,summer,winter
529,1,27,7,2008,false,summer,winter
530,6,27,7,2008,true,summer,winter
531,20,29,7,2008,true,summer,winter
532,15,15,4,2007,true,spring,fall
533,22,30,7,2008,false,summer,winter
534,10,32,8,2008,true,summer,winter
535,15,33,8,2008,false,summer,winter
536,7,36,9,2008,true,summer,spring
537,15,38,9,2008,false,summer,spring
538,24,17,4,1979,false,spring,fall
539,7,19,5,1979,false,spring,fall
540,8,23,6,1999,false,spring,winter
541,1,22,6,1995,false,spring,winter
542,17,16,4,2006,false,spring,fall
543,3,44,11,2007,true,fall,spring
544,8,23,6,2008,true,spring,winter
545,9,24,6,2008,false,spring,winter
546,6,36,9,2008,true,summer,spring
547,5,19,5,2008,false,spring,fall
548,7,19,5,2008,false,spring,fall
549,29,35,8,2008,false,summer,winter
550,31,35,8,2008,true,summer,winter
551,30,31,7,2008,false,summer,winter
552,17,20,5,2008,true,spring,fall
553,6,2,1,2009,false,winter,summer
554,8,2,1,2009,false,winter,summer
555,28,48,11,2003,false,fall,spring
556,13,11,3,2003,false,winter,fall
557,1,31,8,2008,false,summer,winter
558,21,3,1,2000,false,winter,summer
559,1,14,4,2009,false,spring,fall
560,1,5,2,2010,false,winter,summer
561,14,15,4,2010,false,spring,fall
562,1,18,5,2009,false,spring,fall
563,23,20,5,2010,true,spring,fall
564,31,36,8,2009,false,summer,winter
565,25,17,4,2009,true,spring,fall
566,23,38,9,1993,false,fall,spring
567,26,39,9,2005,false,fall,spring
568,20,34,8,2009,false,summer,winter
569,1,31,8,2009,true,summer,winter
570,3,32,8,2009,false,summer,winter
571,28,26,6,2009,true,summer,winter
572,4,27,7,2009,true,summer,winter
573,26,30,7,2009,true,summer,winter
574,14,20,5,2009,false,spring,fall
575,5,14,4,2009,true,spring,fall
576,4,19,5,2009,false,spring,fall
577,23,25,6,2010,false,summer,winter
578,4,32,8,2009,false,summer,winter
579,14,33,8,2009,false,summer,winter
580,6,27,7,2010,false,summer,winter
581,23,34,8,2009,true,summer,winter
582,25,43,10,2009,true,fall,spring
583,28,44,10,2009,false,fall,spring
584,4,44,11,2007,true,fall,spring
585,4,49,12,2007,false,fall,summer
586,28,39,9,2008,true,fall,spring
587,21,33,8,2010,true,summer,winter
588,22,33,8,2010,true,summer,winter
589,18,29,7,2009,true,summer,winter
590,4,44,11,2010,false,fall,spring
591,10,45,11,2010,false,fall,spring
592,21,21,5,2008,false,spring,fall
593,25,21,5,2008,true,spring,fall
594,2,53,1,2010,true,winter,summer
595,3,53,1,2010,true,winter,summer
596,29,26,6,2010,false,summer,winter
597,2,26,7,2010,false,summer,winter
598,12,49,12,2010,true,fall,summer
599,14,50,12,2010,false,fall,summer
600,13,50,12,2010,false,fall,summer
601,1,40,10,2002,false,fall,spring
602,6,22,6,2010,true,spring,winter
603,22,29,7,2010,false,summer,winter
604,21,38,9,2010,false,summer,spring
605,28,30,7,2010,false,summer,winter
606,8,36,9,2010,false,summer,spring
607,12,2,1,2010,false,winter,summer
608,1,53,1,1921,true,winter,summer
609,15,29,7,1974,false,summer,winter
610,29,43,10,1978,true,fall,spring
611,7,45,11,1978,false,fall,spring
612,9,2,1,2008,false,winter,summer
613,1,44,11,1978,false,fall,spring
614,8,6,2,1921,false,winter,summer
615,13,28,7,1986,true,summer,winter
616,28,13,3,1987,true,spring,fall
617,5,14,4,1987,true,spring,fall
618,12,19,5,2010,false,spring,fall
619,28,43,10,1921,false,fall,spring
620,2,14,4,1987,false,spring,fall
621,19,29,7,1989,false,summer,winter
622,20,29,7,1989,false,summer,winter
623,1,52,1,1922,true,winter,summer
624,23,34,8,1989,false,summer,winter
625,18,42,10,1989,false,fall,spring
626,6,14,4,2010,false,spring,fall
627,27,21,5,2010,false,spring,fall
628,17,24,6,1922,true,spring,winter
629,25,25,6,1922,true,summer,winter
630,19,29,7,1996,false,summer,winter
631,8,45,11,1996,false,fall,spring
632,9,45,11,1996,true,fall,spring
633,5,48,12,2010,true,fall,summer
634,15,50,12,2010,false,fall,summer
635,22,25,6,1922,false,summer,winter
636,29,17,4,1999,false,spring,fall
637,12,19,5,1999,false,spring,fall
638,8,23,6,2005,false,spring,winter
639,23,29,7,2005,true,summer,winter
640,25,30,7,2005,false,summer,winter
641,30,39,9,1922,true,fall,spring
642,5,40,10,1922,false,fall,spring
643,24,13,3,2009,false,spring,fall
644,21,21,5,2009,false,spring,fall
645,1,9,3,2009,true,winter,fall
646,1,27,7,2009,false,summer,winter
647,1,1,1,1923,false,winter,summer
648,29,17,4,1923,true,spring,fall
649,9,19,5,1923,false,spring,fall
650,29,44,10,1924,false,fall,spring
651,1,1,1,1924,false,winter,summer
652,7,19,5,1925,false,spring,fall
653,1,52,1,1939,true,winter,summer
